Lukulu  Sunday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Lukulu  Sunday
20:15  -  20:29,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:00  -  17:14,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:15  -  8:29,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:45  -  5:59,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
16:15  -  16:29,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:30  -  8:44,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
17:15  -  17:29,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:45  -  19:59,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,134863780,Western,Lukulu,Rural,Female,1,,D,Secondary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"5:45  -  5:59,6:00  -  6:14,6:15  -  6:29,7:00  -  7:14,7:15  -  7:29,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,10:30  -  10:44,11:00  -  11:14,11:15  -  11:29,16:15  -  16:29,16:30  -  16:44,17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:15  -  9:29,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:45  -  11:59,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:45  -  18:59,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:15  -  11:29,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:30  -  11:44,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
14:00  -  14:14,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:45  -  13:59,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:15  -  13:29,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
13:00  -  13:14,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:30  -  9:44,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
9:45  -  9:59,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,134863782,Western,Lukulu,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,K 850-K 1674,,35 – 44,"9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
