,SbjNum,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
3687,135110429,"SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz, Zee World, ZNBC TV 2, ZNBC TV1                                                                                   , ","SuperSport,SuperSport 1, SuperSport 2, SuperSport 3, SuperSport 4, SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz, Zee World, ZNBC TV 2, ZNBC TV1                                                                                   , ",",SuperSport ,SuperSport 3    ,ZNBC TV 2  ,ZNBC TV1  ",",SuperSport 2    ,SuperSport 4    ,SuperSport 5    ,SuperSport 6    ,SuperSport 7    ,SuperSport 8    ,SuperSport 9    ,Supersport Blitz   ,Zee World  ,",",SuperSport 1    ,",
3688,135120177,"African Movie Channel AMC, AMC Series, E! Entertainment, EA TV, M-Net Movies Action +, Nickelodeon, One Gospel, ZNBC TV 2, ZNBC TV1, Zodiak TV                                                                                    , ","African magic,African Movie Channel AMC, AMC Series, E! Entertainment, EA TV, M-Net Movies Action +, Nickelodeon, One Gospel, ZNBC TV 2, ZNBC TV1, Zodiak TV                                                                                    , ",,nan,",African magic  African Movie Channel AMC      ,AMC Series ,E! Entertainment   ,EA TV  i,M-Net Movies Action +       ,Nickelodeon ,One Gospel ,ZNBC TV 2  ,ZNBC TV1  Wa,Zodiak TV  ,",
3689,135120573,"BBC World News, Muvi TV, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      ","Al Jazeera,BBC World News, Muvi TV, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      ",",Muvi TV ,ZNBC TV 2  ,",",Al Jazeera ,",",BBC World News    ,ZNBC TV 3  ZNBC TV1  ",
3690,135166573,"Disney XD, Nickelodeon, Telemundo, Zee World                                                                                      , ","1 Music,Disney XD, Nickelodeon, Telemundo, Zee World                                                                                      , ",,"1 Music ,Disney XD  ,Nickelodeon ,Telemundo  ,Zee World  ,",,
3691,135166579,,,,nan,,
3692,135181976,,,,nan,,
3693,135188955,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",nan,,
3694,135189072,,,,nan,,
3695,135189705,Zee World,"African magic,Zee World",",African magic  ,Zee World  ,",nan,,
3696,134587439,,,,nan,,
3697,134639339,,,,nan,,
3698,134639340,,,,nan,,
3699,134640491,"Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , , ","African magic,Zee World, ZNBC TV 2, ZNBC TV1 ",,nan,,",African magic    ,,Zee World  ,ZNBC TV 2  ,ZNBC TV1  "
3700,134658244,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",nan,,
3701,134658458,,"ZNBC TV1,",,nan,",ZNBC TV1  ",
3702,134670545,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,nan,,",ZNBC TV 2  ,ZNBC TV1  "
3703,134698578,ZNBC TV1,"Zee World,ZNBC TV1",,nan,,",Zee World  ,ZNBC TV1  "
3704,134734239,,,,nan,,
3705,134774558,,,,nan,,
3706,134776200,"ZNBC TV 2, ZNBC TV1                                                                                       ","StarTimes Bollywood HD,ZNBC TV 2, ZNBC TV1                                                                                       ",",StarTimes Bollywood HD       ,",nan,,",ZNBC TV 2  ,ZNBC TV1  "
3707,134929432,,,,nan,,
3708,134947611,"Fox, Fox Crime, Fox Movies, Fox Movies +2, Fox News, Fox Sports                                                                                     , , ","Football Tv,Fox, Fox Crime, Fox Movies, Fox Movies +2, Fox News, Fox Sports",",Fox Crime  ,Fox Movies ,Fox Movies +2  ,Fox Sports ,",",Football Tv ,Fox ,Fox News  ,",,
3709,134953486,"Al Jazeera, BBC World News, QTV Zambia, Zee World, ZNBC TV 2, ZNBC TV1                                                                                     , , ","African magic,Al Jazeera, BBC World News, QTV Zambia, Zee World, ZNBC TV 2, ZNBC TV1",",Al Jazeera ,BBC World News    ,QTV Zambia ,ZNBC TV 2  ,ZNBC TV1  ",",African magic  ,Zee World  ,",,
3710,134958534,"Q TV, SuperSport 1, SuperSport 2, SuperSport 3, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zambezi Magic                                                                                    , , ","African magic,Q TV, SuperSport 1, SuperSport 2, SuperSport 3, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zambezi Magic",",African magic  ,SuperSport 1    ,SuperSport 2    ,SuperSport 3    ,Zee World  ,ZNBC TV 2  ZNBC TV 3  ZNBC TV1  ",nan,,",Q TV ,Zambezi Magic    "
3711,134958537,"Emmanuel TV, Muvi TV, ZNBC TV1                                                                                      , , ","African Movie Channel AMC,Emmanuel TV, Muvi TV, ZNBC TV1 ",",African Movie Channel AMC      ,ZNBC TV1  ",",Muvi TV ,",",Emmanuel TV ,",
3712,134963248,,,,nan,,
3713,134965404,"Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , ","African magic,Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                      , ",",African magic  ,Telemundo  ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ",nan,,
3714,134965405,"Animal Planet, Zee World, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                      ","African magic,Animal Planet, Zee World, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                      ",",African magic  ,Animal Planet  ,,Zee World  ,ZNBC TV 2  ,ZNBC TV1  Wa,Zambezi Magic  ",nan,,
3715,134966320,ZNBC TV1,"SuperSport 2,ZNBC TV1",,",ZNBC TV 1  ",,",SuperSport 2    ,"
3716,135044712,"SuperSport 5, SuperSport 9                                                                                       ","SuperSport 4,SuperSport 5, SuperSport 9                                                                                       ",",SuperSport 5    ,SuperSport 9    ,",",SuperSport 4    ,",,
3717,135118832,,"Zee World,",",Zee World  ,",nan,,
3718,135086448,,,,nan,,
3719,134846140,"Telemundo, ZNBC TV1                                                                                       ","StarTimes Bollywood HD,Telemundo, ZNBC TV1                                                                                       ",",ZNBC TV1  ",",StarTimes Bollywood HD       ,Telemundo  ,",,
3720,134816927,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",nan,,
3721,134846142,,"ZNBC TV1,",",ZNBC TV1  ",nan,,
3722,135036502,,,,nan,,
3723,134725410,"Emmanuel TV, M-Net, Muvi Nyimbo, QTV Zambia, SuperSport, ZNBC TV1                                                                                     , , ","Emmanuel TV,QTV Zambia, ZNBC TV1                                                                                       ",",QTV Zambia ,ZNBC TV1  ",nan,",Emmanuel TV ,",
3724,134844983,,,,nan,,
3725,134600360,,,,nan,,
3726,134844984,"Diamond TV, Emmanuel TV, Nickelodeon, Prime Television, Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                     ","1 Music,Diamond TV, Emmanuel TV, Nickelodeon, Prime Television, Telemundo, Zee World, ZNBC TV 2, ZNBC TV1                                                                                     ",",Telemundo  ,Zee World  ,ZNBC TV 2  ,ZNBC TV1  ","1 Music ,Diamond TV TV ,Nickelodeon ,",",Emmanuel TV ,",",Prime Television   ,"
3727,135082804,,"ZNBC TV1,",",ZNBC TV1  ",nan,,
3728,135041670,,,,nan,,
3729,134813636,,"ZNBC TV1,",",ZNBC TV1  ",nan,,
3730,134888494,"ZNBC TV 2, ZNBC TV1                                                                                       ","ZNBC TV1,",",ZNBC TV1  ",nan,,
3731,134820190,,,,nan,,
3732,134703440,"BBC Brit, BBC Earth, BBC First, Nat Geo Gold, Nat Geo Wild, SuperSport 4, SuperSport 6, ZNBC TV1, Zambezi Magic                                                                                    , , ","Al Jazeera,BBC Brit, BBC Earth, BBC First, Nat Geo Gold, Nat Geo Wild, SuperSport 4, SuperSport 6, ZNBC TV1, Zambezi Magic",",Al Jazeera ,BBC Brit  Wa,BBC Earth  BBC First  ,Nat Geo Gold    ,Nat Geo Wild    ,SuperSport 4    ,SuperSport 6    ,ZNBC TV1  Wa,Zambezi Magic  ",nan,,
3733,135078844,,,,nan,,
3734,134695947,"Prime Television, ZNBC TV 2, ZNBC TV1                                                                                      , , ","Diamond TV,Prime Television, ZNBC TV 2, ZNBC TV1 ",",ZNBC TV 2  ,ZNBC TV1  ",nan,,",Diamond TV ,Prime Television   ,"
3735,135116543,,,,nan,,
3736,134948748,,,,nan,,
3737,134820189,,"African magic,",",African magic  ,",nan,,
3738,135139782,"SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz, ZNBC TV 2, ZNBC TV1                                                                                     ","SuperSport 4,SuperSport 5, SuperSport 6, SuperSport 7, SuperSport 8, SuperSport 9, Supersport Blitz, ZNBC TV 2, ZNBC TV1                                                                                     ",,nan,,",SuperSport 4    ,SuperSport 5    ,SuperSport 6    ,SuperSport 7    ,SuperSport 8    ,SuperSport 9    ,Supersport Blitz   ,ZNBC TV 2  ,ZNBC TV1  "
3739,135117493,,,,nan,,
3740,134590735,"AMC USA, Animal Planet, Baby TV, Bakadoli, BBC Brit, BBC Lifestyle, BBC World News, BET, BET International, Beta TV, Bloomberg, Bollywood, Boomerang, Cartoon network, CBS TV                                                                                  , , ","African magic,AMC USA, Animal Planet, Baby TV, Bakadoli, BBC Brit, BBC Lifestyle, BBC World News, BET, BET International, Beta TV, Bloomberg, Bollywood, Boomerang, Cartoon network, CBS TV                                                                                  , , ",",African magic  ,Animal Planet  ,Baby TV ,Bakadoli  Wa,BBC World News    ,Bollywood  Boomerang  ,Cartoon network    ,,",",Bloomberg  ,,",",AMC USA ,BBC Brit  Wa,BBC Lifestyle  ,BET ,CBS TV ,,",",BET International   ,Beta TV ,,"
3741,134593011,"Diamond TV, ZNBC TV 3, ZNBC TV1                                                                                      , , ","CNBC,Diamond TV, ZNBC TV 3, ZNBC TV1 ",",,ZNBC TV 3  ZNBC TV1  ",",CNBC ,Diamond TV TV ,",,
3742,134593179,"Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1                                                                                      , ","Telemundo,Zee World, ZNBC TV1                                                                                       ",",Zee World  ,",",Telemundo  ,ZNBC TV 1  ",,
3743,134593181,"StarTimes Bollywood HD, Telemundo, Zee World                                                                                      , , ","Star Novela E1,StarTimes Bollywood HD, Telemundo, Zee World ",",Star Novela E1    ,StarTimes Bollywood HD       ,Telemundo  ,Zee World  ,",nan,,
3744,134627061,"Zuku Swahili Movies, Zuku Zone                                                                                       ","ZNBC TV1,Zuku Zone",,nan,,",ZNBC TV1  Wa,Zuku Zone  ,"
3745,134627062,,"ZNBC TV1,",,nan,",ZNBC TV1  ",
3746,134627063,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,nan,",ZNBC TV1  ",",ZNBC TV 2  ,"
3747,134627064,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,nan,,",ZNBC TV 2  ,ZNBC TV1  "
3748,134627065,ZNBC TV1,"ZNBC TV1,",,nan,,",ZNBC TV1  "
3749,134692499,"BBC World News, Telemundo, Zee World, ZNBC TV 2, ZNBC TV 3, ZNBC TV1, Zodiak TV                                                                                     , ","African magic,Zee World",",African magic  ,Zee World  ,",nan,,
3750,134695949,ZNBC TV1,"ZNBC TV1,",,nan,,",ZNBC TV1  "
3751,134801665,Zee World,"African magic,Zee World",",African magic  ,Zee World  ,",nan,,
3752,134805124,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",",ZNBC TV 2  ,ZNBC TV1  ",nan,,
3753,134813639,,,,nan,,
3754,134820192,ZNBC TV1,"ZNBC TV1,",",ZNBC TV1  ",nan,,
3755,134820194,ZNBC TV1,"ZNBC TV1,",,nan,,",ZNBC TV1  "
3756,134842558,ZNBC TV1,"ZNBC TV 2,ZNBC TV1",,nan,,",ZNBC TV 2  ,ZNBC TV1  "
3757,134847401,"Trace Urban, Zee World, ZNBC TV 2, ZNBC TV1, Zambezi Magic                                                                                      ","Trace Gospel,ZNBC TV 2, ZNBC TV1, Zambezi Magic ",",Trace Gospel    ,ZNBC TV 2  ,ZNBC TV1  Wa,Zambezi Magic  ",nan,,
3758,134873478,,,,nan,,
3759,134886398,,"ZNBC TV1,",,",ZNBC TV 1  ",,
3760,134916167,"SuperSport 2, SuperSport 3, SuperSport 4, ZNBC TV 2, ZNBC TV1                                                                                      ","SuperSport 1,SuperSport 2, SuperSport 3, SuperSport 4, ZNBC TV 2, ZNBC TV1                                                                                      ",",SuperSport 1    ,SuperSport 2    ,SuperSport 3    ,SuperSport 4    ,ZNBC TV 2  ,ZNBC TV1  ",nan,,
3761,134920579,"Fox News, Fox Sports, Muvi TV, Star Novela E3, Star One, Star Plus, ZNBC TV 2, ZNBC TV1                                                                                     ","CNN,Muvi TV, Star One, ZNBC TV 2, ZNBC TV1                                                                                      , ",",Star One  ,ZNBC TV 2  ,ZNBC TV1  ",",Muvi TV ,",",CNN ,",
3762,134974992,"Muvi TV, ZNBC TV 2, ZNBC TV1                                                                                      , , ","KTN,Muvi TV, ZNBC TV 2, ZNBC TV1 ",",Muvi TV ,ZNBC TV 2  ,ZNBC TV1  ",nan,",KTN ,",
3763,134988275,,"Zee World,",,nan,,",Zee World  ,"
3764,134994384,,,,nan,,
3765,135041514,,,,nan,,
3766,135085541,"Zee World, ZNBC TV1                                                                                       ","African magic,Zee World, ZNBC TV1                                                                                       ",",African magic  ,Zee World  ,ZNBC TV1  ",nan,,
3767,135116993,,,,nan,,
3768,135143960,,"ZNBC TV1,",,nan,,",ZNBC TV1  "
3769,135145133,"Nat Geo Wild, Parliament TV, SABC, Sony Entertainment, SuperSport 3                                                                                      ","Muvi TV,Nat Geo Wild, Parliament TV, SABC, Sony Entertainment, SuperSport 3                                                                                      ",",Nat Geo Wild    ,SABC ,",",Muvi TV ,Sony Entertainment,SuperSport 3    ,",",Parliament TV  ,",
3770,134702133,,"ZNBC TV1,",,nan,",ZNBC TV1  ",
3771,135149860,,"ZNBC TV1,",,",ZNBC TV 1  ",,
3772,134751344,,"ZNBC TV1,",,nan,,",ZNBC TV1  "
3773,135149859,,"ZNBC TV1,",,nan,",ZNBC TV1  ",
3774,134698359,ZNBC TV1,"ZNBC TV1,",,",ZNBC TV 1  ",,
3775,135142314,,"ZNBC TV1,",",ZNBC TV1  ",nan,,
3776,134883038,"ZNBC TV 2, ZNBC TV1                                                                                       ","Diamond TV,ZNBC TV 2, ZNBC TV1                                                                                       ",",Diamond TV ,ZNBC TV 2  ,ZNBC TV1  ",nan,,
