SbjNum,Read or paged through a newspaper,Watched pay TV,Internet Users,Social Network Sites Users,Radio Listenership,Magazine Readership,TV Viewership,Watched Video/Movie using VCR,Watched VCD/ DVD,Music on CD,Music on IPOD/MP3 player,Watched pay TV e.g.DSTV,Email Access,Visit a Cinema,Sent SMS on Phone,Made a Call on Phone,Mobile Cinema or Projected,Book Reader,Promotion participant,Newspaper Online Readership,Radio Listenership - Mobile Phone,Promotion participant - SMS,Radio/TV Talk Show participant - SMS,Radio/TV Talk Show participant - Call,Attended/Participated in a road show,Community Education Meeting,Stereo tape,Watched Free to Air,Sent SMS using Internet
60562229,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Yesterday,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60562230,Past 12 Months,Yesterday,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Never,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks
60562231,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Never
60562232,Never,Past 7 Days,Never,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Past 7 Days,Past 7 Days,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
60562800,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Yesterday,Yesterday
60563529,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Past 7 Days,Past 12 Months,Never,Never,Never,Past 12 Months,Never,Never,Past 7 Days
60563620,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 7 Days
60563621,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Never
60563622,Never,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Past 7 Days
60563623,Past 12 Months,Yesterday,Never,Never,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days,Never
60563624,Past 12 Months,Yesterday,Never,Never,Past 12 Months,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never
60563625,Never,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never
60563626,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Yesterday
60563627,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never
60563628,Never,Yesterday,Never,Never,Past 12 Months,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never
60563629,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 4 Weeks,Yesterday
60564342,Past 12 Months,Yesterday,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Past 4 Weeks,Past 12 Months
60564875,Past 7 Days,Yesterday,Never,Never,Yesterday,Yesterday,Yesterday,Never,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never
60564876,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks
60564877,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60564878,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Never,Past 7 Days
60564879,Past 7 Days,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 7 Days,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months
60564880,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 7 Days,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 7 Days
60565711,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Past 7 Days,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 4 Weeks,Yesterday,Past 7 Days,Past 7 Days,Never,Past 4 Weeks,Never,Past 4 Weeks,Past 12 Months,Never,Yesterday
60566078,Past 7 Days,Yesterday,Never,Never,Past 7 Days,Yesterday,Yesterday,Never,Yesterday,Past 7 Days,Never,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Past 12 Months,Never,Never
60566079,Never,Never,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60566403,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Past 12 Months,Past 7 Days,Never,Past 7 Days,Never,Never,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Past 12 Months
60566478,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Never,Never,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60566479,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Never,Never,Past 7 Days,Past 12 Months,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never
60566480,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Past 12 Months,Yesterday,Yesterday,Never,Never,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never
60566481,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Past 12 Months,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Never
60567058,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60567059,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Yesterday,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60567060,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Yesterday,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Never,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Past 12 Months
60567061,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Yesterday,Past 12 Months,Yesterday,Never,Yesterday,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Yesterday
60567062,Past 4 Weeks,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60567063,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Never,Never,Past 4 Weeks,Never,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Past 7 Days
60567064,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Yesterday,Never,Yesterday,Past 12 Months,Past 12 Months,Past 7 Days,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Past 12 Months,Never,Past 7 Days
60567070,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 12 Months,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday
60567071,Past 4 Weeks,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never
60567072,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Never,Yesterday,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday
60567073,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Never,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567074,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 12 Months,Yesterday,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567075,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567076,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567077,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday
60567078,Never,Past 7 Days,Never,Never,Past 4 Weeks,Yesterday,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60567079,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567080,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Never,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567100,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60567101,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567102,Past 4 Weeks,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday
60567103,Past 12 Months,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 7 Days,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Yesterday
60567104,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Past 4 Weeks,Yesterday,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 12 Months,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday
60567105,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 12 Months,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Yesterday,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Yesterday
60567106,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 12 Months,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday
60567107,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Past 7 Days,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday
60567108,Past 7 Days,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Past 4 Weeks,Yesterday,Never,Never,Never,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Yesterday
60567437,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
60567438,Yesterday,Yesterday,Yesterday,Yesterday,Yesterday,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday
60567439,Past 12 Months,Yesterday,Past 12 Months,Past 12 Months,Yesterday,Never,Yesterday,Never,Past 12 Months,Past 12 Months,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never
60567440,Yesterday,Yesterday,Yesterday,Yesterday,Past 4 Weeks,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Past 12 Months,Never,Never,Yesterday,Never,Yesterday,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never,Yesterday
60567441,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Past 7 Days,Never,Yesterday,Yesterday,Never,Yesterday,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday
60567442,Past 12 Months,Yesterday,Yesterday,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Yesterday
60567443,Past 7 Days,Yesterday,Yesterday,Yesterday,Past 12 Months,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Never,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never
60567549,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 7 Days,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 12 Months,Past 4 Weeks,Past 4 Weeks,Past 7 Days,Past 12 Months,Past 7 Days,Past 7 Days,Past 7 Days,Past 12 Months,Past 7 Days,Past 12 Months,Past 4 Weeks,Past 7 Days,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days
60567584,Past 12 Months,Past 7 Days,Never,Never,Past 7 Days,Past 12 Months,Past 7 Days,Past 4 Weeks,Past 4 Weeks,Past 4 Weeks,Never,Past 7 Days,Never,Never,Past 7 Days,Yesterday,Never,Never,Past 12 Months,Never,Past 4 Weeks,Past 12 Months,Never,Never,Past 12 Months,Past 12 Months,Never,Past 12 Months,Never
60573808,Past 12 Months,Past 12 Months,Past 7 Days,Never,Yesterday,Past 12 Months,Past 7 Days,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Past 7 Days,Yesterday,Never,Past 12 Months,Never,Never,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Past 12 Months,Never
60573809,Never,Never,Never,Never,Past 4 Weeks,Never,Past 12 Months,Past 12 Months,Past 12 Months,Never,Never,Never,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Past 4 Weeks,Never,Never,Never,Never,Never,Past 12 Months,Never,Never
60573810,Never,Never,Never,Never,Yesterday,Never,Past 12 Months,Never,Past 12 Months,Never,Never,Never,Never,Never,Past 7 Days,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60573811,Past 12 Months,Yesterday,Yesterday,Yesterday,Past 7 Days,Never,Yesterday,Past 12 Months,Past 12 Months,Past 12 Months,Never,Yesterday,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60573812,Never,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Never,Past 4 Weeks,Past 12 Months,Past 12 Months,Past 12 Months,Past 12 Months,Past 4 Weeks,Yesterday,Past 12 Months,Yesterday,Yesterday,Never,Yesterday,Never,Never,Past 7 Days,Never,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60574148,Past 12 Months,Yesterday,Never,Never,Past 7 Days,Never,Yesterday,Never,Yesterday,Never,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Past 12 Months,Never,Never,Never,Never,Never,Never,Never
60574364,Past 4 Weeks,Past 4 Weeks,Yesterday,Yesterday,Past 7 Days,Yesterday,Yesterday,Never,Never,Past 4 Weeks,Yesterday,Past 4 Weeks,Yesterday,Never,Yesterday,Yesterday,Never,Never,Never,Yesterday,Past 7 Days,Past 7 Days,Never,Never,Never,Never,Never,Past 12 Months,Yesterday
60574845,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Yesterday,Yesterday,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
60574952,Yesterday,Yesterday,Past 4 Weeks,Past 4 Weeks,Yesterday,Never,Yesterday,Never,Past 7 Days,Past 7 Days,Never,Yesterday,Never,Never,Yesterday,Yesterday,Never,Past 7 Days,Never,Never,Yesterday,Never,Past 7 Days,Past 7 Days,Never,Never,Never,Yesterday,Past 4 Weeks
