SbjNum,Where TV was watched P7D,Other Locations where TV was watched P7D,Usually access to TV channel(s),6 am to 9 am,9 am to 12 pm,12 pm to 3 pm,3 pm to 6 pm,6 pm to 9 pm,9 pm to 1 am,1 am to 6 am,,Favourite or Most Preferred Television Station,Reasons for Favourite or Most Preferred Television Station,Preferred days of the week to watch,Types of TV programmes like to watch,Other Types of TV programmes like to watch,ZNBC TV1 programmes watched in P7D,Other ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Other ZNBC TV2 programmes watched in P7D,ZNBC TV1 programmes watched in P7D,ZNBC TV2 programmes watched in P7D,Muvi TV,Mobi Tv,CBC TV,CBS TV,TBN,Africa Unite,DSTV,My TV,GOTV,Prime TV,Echo TV,City Channel Cable Network TV,North-Western TV,Diamond TV,Kwese TV,Don’t know/ don’t watch these types of programmes,Other (specify),"Best TV stations for News/current affairs, Sports, Entertainment, Education, Religious issues, Political issues, Movies, Dramas"
60515728,At home, ,On a TV set,2 days per week,1 day per week,3 days per week,3 days per week,7 days per week,2 days per week,Do not watch at this time,,Emmanuel TV,worshiping,"Monday,Friday,Saturday,Sunday","Soccer commentaries,African movies,Local drama", ,, ,, ,News & current affairs,Entertainment,Entertainment,None/Don’t know,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,Religious issues,Dramas,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,,, 
60516534,At home, ,On a TV set,7 days per week,5 days per week,Less than that,Less than that,7 days per week,Do not watch at this time,Do not watch at this time,,Prime Television,I'm into politics. they bring alot of political issues,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Documentaries,African movies,American movies,Mexican movies,Local drama,Magazine", ,"Sunday Interview,Kwacha Good Morning,Other (specify)","hour of blessing,","Morning Live,Movie,Other (specify)","Rooftop by ken one, The link",None/Don’t know,News & current affairs,Movies,None/Don’t know,Entertainment,None/Don’t know,Religious issues,None/Don’t know,Sports,None/Don’t know,Sports,News & current affairs,None/Don’t know,Entertainment,None/Don’t know,News & current affairs,None/Don’t know,,, 
60516535,At home, ,On a TV set,Less than that,Less than that,4 days per week,4 days per week,3 days per week,Do not watch at this time,Do not watch at this time,,TV 2,i love the programmes (zokodwelesa),"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Local drama, ,, ,Other (specify),nothing,News & current affairs,Movies,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60516536,At home, ,On a TV set,2 days per week,1 day per week,1 day per week,1 day per week,7 days per week,Do not watch at this time,Do not watch at this time,,Zee World,because i like indian movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Other sports,Mexican movies,Other (specify)",indian movies,"News,Sports -on", ,Other (specify),News,News & current affairs,News & current affairs,Entertainment,News & current affairs,Entertainment,Entertainment,Education,Movies,Sports,Sports,Movies,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60516537,At home, ,On a TV set,7 days per week,Do not watch at this time,Do not watch at this time,Do not watch at this time,3 days per week,Do not watch at this time,Do not watch at this time,,Nickelodeon,because of comedy programmes,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","American movies,South African drama programmes,Local drama", ,, ,Other (specify),rooftop by ken,News & current affairs,Entertainment,Entertainment,None/Don’t know,Movies,None/Don’t know,Religious issues,None/Don’t know,Sports,Entertainment,Sports,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60516538,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,7 days per week,4 days per week,Do not watch at this time,Do not watch at this time,,TV 2,because i watch beautiful Ceici,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",, ,, ,Movie, ,None/Don’t know,Movies,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60516539,At home, ,On a TV set,4 days per week,4 days per week,4 days per week,4 days per week,4 days per week,4 days per week,Do not watch at this time,,TV1,Current affairs,"Friday,Saturday,Sunday",, ,News, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,Entertainment,Entertainment,Religious issues,Entertainment,Religious issues,Religious issues,Education,Education,Religious issues,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60519020,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Less than that,7 days per week,5 days per week,Do not watch at this time,,TV 2,it has the best local news updates,Thursday,Local drama, ,News, ,Other (specify),nil,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Dramas,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Political issues,None/Don’t know,,, 
60519021,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,3 days per week,7 days per week,7 days per week,Do not watch at this time,,Telemundo,it has the best soaps (movie series),"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,American movies,Mexican movies,South African drama programmes,Local drama", ,, ,, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Political issues,None/Don’t know,,, 
60519022,"At home,Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,7 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,Trace Urban,it a channel for young generation,"Wednesday,Friday,Saturday",,music,, ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60519023,At home, ,On a TV set,2 days per week,2 days per week,4 days per week,7 days per week,7 days per week,7 days per week,Do not watch at this time,,Zee World,it has the best soap opera movies,"Monday,Tuesday,Thursday,Friday,Saturday,Sunday",,Indian moviese,, ,"Morning Live,Movie,Other (specify)",local news,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60519024,"At home,Another household (friends, relatives house)", ,On a TV set,Do not watch at this time,Do not watch at this time,7 days per week,6 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,Telemundo,it has the best soap opera movies,"Monday,Tuesday,Wednesday,Thursday,Friday","American movies,Mexican movies,Magazine", ,, ,Movie, ,News & current affairs,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Dramas,,, 
60524230,"At home,In a bar", ,On a TV set,2 days per week,1 day per week,1 day per week,1 day per week,6 days per week,3 days per week,Do not watch at this time,,SuperSport 9,I follow soccer nd wrestling,"Monday,Tuesday,Wednesday,Saturday,Sunday","Soccer commentaries,Other sports,African movies", ,"News,Sunday Interview,Sports -on,Focus,Kwacha Good Morning,Lets Talk,Born & Bred", ,Movie, ,News & current affairs,News & current affairs,Movies,Education,Entertainment,Entertainment,Religious issues,Movies,Political issues,None/Don’t know,Sports,News & current affairs,Entertainment,Education,None/Don’t know,Political issues,None/Don’t know,,, 
60524231,"At home,In a bar", ,On a TV set,Less than that,Less than that,2 days per week,1 day per week,5 days per week,1 day per week,Do not watch at this time,,Al Jazeera,news nd current affairs,"Monday,Wednesday,Friday,Sunday","Soccer commentaries,Documentaries", ,"News,Sports -on", ,Other (specify),news,Education,Entertainment,Movies,Education,Entertainment,Education,Religious issues,None/Don’t know,Entertainment,Dramas,Entertainment,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Political issues,None/Don’t know,,, 
60524419,At home, ,On a TV set,Do not watch at this time,2 days per week,7 days per week,6 days per week,7 days per week,7 days per week,Do not watch at this time,,BBC World News,I like to know what is going on outside,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",Documentaries, ,"News,Sunday Interview", ,, ,News & current affairs,Entertainment,Entertainment,None/Don’t know,Entertainment,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,Entertainment,None/Don’t know,Movies,None/Don’t know,Movies,None/Don’t know,,, 
60524420,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,7 days per week,Less than that,Do not watch at this time,,{0},I like a program called chikwati chatu,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","African movies,American movies", ,, ,, ,News & current affairs,News & current affairs,Movies,Movies,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Movies,None/Don’t know,Movies,Movies,None/Don’t know,None/Don’t know,None/Don’t know,Movies,Movies,,, 
60524421,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,7 days per week,7 days per week,7 days per week,Do not watch at this time,Do not watch at this time,,Telemundo,I love romanctic movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",American movies, ,, ,, ,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,Religious issues,None/Don’t know,Movies,Entertainment,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60524422,At home, ,On a TV set,7 days per week,7 days per week,7 days per week,Do not watch at this time,7 days per week,Do not watch at this time,Do not watch at this time,,Zee World,I enjoy their movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Other (specify),Indian movies,, ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,News & current affairs,None/Don’t know,Religious issues,None/Don’t know,Entertainment,Entertainment,Entertainment,Movies,None/Don’t know,Movies,None/Don’t know,Movies,None/Don’t know,,, 
60524423,At home, ,On a TV set,Do not watch at this time,Do not watch at this time,Do not watch at this time,Do not watch at this time,5 days per week,Do not watch at this time,Do not watch at this time,,{0},It has good local movies,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Local drama, ,, ,, ,News & current affairs,News & current affairs,Movies,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,None/Don’t know,Entertainment,None/Don’t know,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Movies,None/Don’t know,,, 
60525354,At home, ,On a TV set,Do not watch at this time,Less than that,Less than that,4 days per week,5 days per week,7 days per week,Less than that,,Prime Television,Because they televise news which is not biased,Monday,"Soccer commentaries,American movies", ,, ,, ,News & current affairs,Entertainment,Entertainment,None/Don’t know,Dramas,None/Don’t know,Religious issues,Entertainment,Entertainment,Dramas,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60525355,, ,,,,,,,,,,,,,, ,, ,, ,,,,,,,,,,,,,,,,,,,, 
60525356,At home, ,On the Internet,Do not watch at this time,Do not watch at this time,Less than that,Do not watch at this time,7 days per week,7 days per week,Do not watch at this time,,{0},Because of the action movies,Wednesday,, ,News, ,, ,News & current affairs,News & current affairs,Political issues,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Entertainment,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60525357,At home, ,On a TV set,4 days per week,2 days per week,3 days per week,1 day per week,7 days per week,Less than that,Do not watch at this time,,{0},I  love watching Big Brother,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",Other (specify),Big Brother,, ,, ,News & current affairs,Entertainment,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Entertainment,Entertainment,None/Don’t know,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,None/Don’t know,,, 
60526753,At home, ,On a TV set,2 days per week,Do not watch at this time,Do not watch at this time,Do not watch at this time,4 days per week,Do not watch at this time,Do not watch at this time,,Al Jazeera,They bring important news,Monday,Soccer commentaries, ,, ,, ,Political issues,None/Don’t know,Dramas,None/Don’t know,News & current affairs,None/Don’t know,Religious issues,Entertainment,Sports,Movies,Entertainment,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,,, 
60528190,"Another household (friends, relatives house),At work (office, field etc)", ,On a TV set,Less than that,Less than that,Do not watch at this time,Less than that,1 day per week,Less than that,Less than that,,Zee World,because they broadcast existing films,"Saturday,Sunday","African movies,Mexican movies,Local drama", ,"News,Kwacha Good Morning,TV Local Language Programmes (Njuwelelo, chintobentobe, …)", ,, ,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Religious issues,Entertainment,Movies,None/Don’t know,None/Don’t know,News & current affairs,None/Don’t know,None/Don’t know,None/Don’t know,Entertainment,None/Don’t know,,, 
60528191,"At home,Another household (friends, relatives house)", ,On a TV set,Less than that,Less than that,7 days per week,5 days per week,7 days per week,7 days per week,Less than that,,Star KungFu 1,because I like kungfu movies,"Saturday,Sunday","Soccer commentaries,African movies,American movies,Mexican movies,Local drama", ,News, ,"Morning Live,Other (specify)",News,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,None/Don’t know,Religious issues,Religious issues,Entertainment,Movies,None/Don’t know,Entertainment,Movies,None/Don’t know,Entertainment,None/Don’t know,News & current affairs,None/Don’t know,,, 
60528192,"At home,At work (office, field etc)", ,On a TV set,1 day per week,3 days per week,1 day per week,Less than that,7 days per week,2 days per week,1 day per week,,Muvi TV,because they bring fully detailed current affairs news,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday","Soccer commentaries,Other sports,Documentaries,African movies,American movies,Local drama", ,"News,Sunday Interview,Sports -on,Lunch Break,Kwacha Good Morning,TV Local Language Programmes (Njuwelelo, chintobentobe, …)", ,"Morning Live,Other (specify)",explosion,News & current affairs,News & current affairs,News & current affairs,None/Don’t know,Entertainment,Entertainment,Religious issues,Entertainment,Movies,None/Don’t know,Movies,News & current affairs,None/Don’t know,Dramas,None/Don’t know,Dramas,None/Don’t know,,, 
