SbjNum,Mobile Money Providers/MSP Awareness,Mobile Money Providers/MSP registered with or Used',Q64.      Other Mobile Money Providers/MSP registered with or Used',Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost,{0},None,Airtel (Airtel Money),Ever Used Airtel (Airtel Money),MTN (MTN Mobile Money),Ever Used MTN (MTN Mobile Money),Zamtel,Ever Used Zamtel,Zoona,Ever Used Zoona,Zanaco (Zapit),Ever Used Zanaco (Zapit),FNB (ewallet),Ever Used FNB (ewallet),Shoprite,Ever Used Shoprite,Zampost,Ever Used Zampost,{0},Ever Used {0},None,None,#N/A,Airtel (Airtel Money),MTN (MTN Mobile Money),Zamtel,Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost,{0},None
60667011,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60667012,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Sent money by SMS to another mobile number,Paid a bill,Withdrawn money", ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60667449,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite,Zampost", ,Yes,Yes,,Yes,Yes,No,Yes,Yes,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,Sent money by SMS to another mobile number, ,, ,"Sent money to a bank account,Sent money by SMS to another mobile number,Withdrawn money", ,Withdrawn money, ,Withdrawn money, ,, ,, ,,Extremely satisfied,Extremely satisfied,,Extremely satisfied,Satisfied,Extremely satisfied,Satisfied,Satisfied,,
60667474,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60667629,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60667630,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60667631,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Recharged your airtime,Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,,,,,,,,,
60667632,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60667734,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60667735,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60667736,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60667979,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Sent money by SMS to another mobile number,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Neither satisfied nor dissatisfied,,,,,,,,
60668043,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Bought movie tickets,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60668563,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),FNB (ewallet)", ,,Yes,,Yes,Yes,Yes,,,,,, ,"Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,Haven’t used any services, ,, ,, ,, ,, ,,,Satisfied,,Extremely satisfied,Satisfied,Neither satisfied nor dissatisfied,,,,
60668564,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit)", ,,Yes,,Yes,Yes,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Dissatisfied,Extremely dissatisfied,,,,,
60668565,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60668592,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60668604,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zanaco (Zapit)", ,Yes,Yes,,,Yes,,,,,,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,Extremely satisfied,,,Extremely satisfied,,,,,
60668605,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60668762,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely satisfied
60669002,Yes,Airtel (Airtel Money), ,No,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60669406,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money,Paid a bill", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely dissatisfied,,,,,,,,
60669890,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),Shoprite", ,Yes,No,,Yes,Yes,,Yes,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60670295,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Shoprite", ,Yes,Yes,,,,,Yes,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,Sent money by SMS to another mobile number, ,, ,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,,Satisfied,Extremely satisfied,,,,,Satisfied,,,
60670296,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit)", ,,Yes,,Yes,Yes,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Satisfied,Neither satisfied nor dissatisfied,,,,,
60670418,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60670470,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Shoprite", ,Yes,Yes,,,,,Yes,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,,Extremely satisfied,Satisfied,,,,,Satisfied,,,
60670478,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60670479,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60670480,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60670481,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60670482,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60670483,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60670616,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60670617,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Paid a bill,Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,,,Satisfied,,Satisfied,,,,,,
60670888,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Neither satisfied nor dissatisfied,,,,,,,,
60671012,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60671013,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60671014,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60671015,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60671016,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60671415,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Paid a bill,Withdrawn money", ,"Paid a bill,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,Extremely satisfied,,,,,,,,
60672145,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60672419,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60672648,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60673485,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),Shoprite,Zampost", ,,Yes,,Yes,Yes,,Yes,Yes,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,Sent money by SMS to another mobile number, ,Withdrawn money, ,, ,, ,,,Extremely satisfied,,Satisfied,Satisfied,,Satisfied,Satisfied,,
60673752,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60673753,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60673754,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60673755,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60673756,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Neither satisfied nor dissatisfied
60673757,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Withdrawn money,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Neither satisfied nor dissatisfied,,,,,,,,
60674157,Yes,"MTN (MTN Mobile Money),Shoprite", ,,Yes,,,,,Yes,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,,,Extremely satisfied,,,,,Extremely satisfied,,,
60674429,Yes,Zanaco (Zapit), ,,,,,Yes,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,Extremely satisfied,,,,,
60675487,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,Yes,,,Yes,,,,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,Withdrawn money, ,, ,, ,, ,,,Extremely satisfied,,Satisfied,,,Satisfied,,,
60675558,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60676957,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite", ,Yes,Yes,,Yes,Yes,No,Yes,,,,"Recharged your airtime,Withdrawn money", ,"Withdrawn money,Paid a bill,Recharged your airtime", ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,Withdrawn money, ,Sent money by SMS to another mobile number, ,, ,, ,, ,,Extremely satisfied,Satisfied,,Satisfied,Extremely satisfied,Satisfied,Extremely satisfied,,,
60677625,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677626,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Neither satisfied nor dissatisfied,,,,,,,,
60677627,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Paid a bill, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60677628,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Paid a bill", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60677629,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677630,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Paid a bill,Withdrawn money,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60677631,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,Paid a bill, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60677659,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,Yes,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677790,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,No,,No,,,No,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677791,Yes,"MTN (MTN Mobile Money),FNB (ewallet)", ,,Yes,,,,Yes,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,,,Satisfied,,,,Satisfied,,,,
60677792,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit)", ,,Yes,,,No,,,,,,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,Satisfied,,,,,
60677793,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677794,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,No,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677795,Yes,MTN (MTN Mobile Money), ,,No,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677796,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60677797,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60677798,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60678724,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60678808,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Satisfied,,,,,,
60678809,Yes,"Airtel (Airtel Money),Zoona,Zanaco (Zapit),Shoprite,Zampost", ,Yes,,,Yes,Yes,,Yes,Yes,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,,Neither satisfied nor dissatisfied,,,Satisfied,Satisfied,,Neither satisfied nor dissatisfied,Satisfied,,
60678810,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,Yes,,,,,,,Haven’t used any services, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,Neither satisfied nor dissatisfied,Extremely satisfied,,Neither satisfied nor dissatisfied,,,,,,
60678811,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60678812,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Satisfied,,,,,,
60678813,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60678814,No,, ,,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60679397,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),Shoprite", ,,Yes,,Yes,Yes,,Yes,,,,, ,Recharged your airtime, ,, ,Withdrawn money, ,, ,, ,Withdrawn money, ,, ,, ,, ,,,Satisfied,,Satisfied,Extremely satisfied,,Extremely satisfied,,,
60679465,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money,Recharged your airtime", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Dissatisfied,,,,,,
60679466,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,Yes,Yes,,Yes,,,,,,,Withdrawn money, ,"Paid a bill,Recharged your airtime,Withdrawn money,Sent money by SMS to another mobile number", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,Neither satisfied nor dissatisfied,Extremely satisfied,,Satisfied,,,,,,
60679467,Yes,"MTN (MTN Mobile Money),Zanaco (Zapit)", ,,Yes,,,Yes,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money,Recharged your airtime,Paid a bill", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,Dissatisfied,,,,,
60680735,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,,,,,,,
60680736,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely satisfied,,,,,,,,,
60681500,Yes,MTN (MTN Mobile Money), ,,Yes,,,,,,,,,, ,"Withdrawn money,Sent money by SMS to another mobile number,Recharged your airtime", ,, ,, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,,,,,,,
60681501,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,No,,,No,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60681502,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money)", ,Yes,Yes,,,,,,,,,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number", ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number", ,, ,, ,, ,, ,, ,, ,, ,, ,,Satisfied,Satisfied,,,,,,,,
60681503,Yes,"MTN (MTN Mobile Money),Zoona,FNB (ewallet)", ,,Yes,,No,,No,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60681504,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,Yes,,,No,,,,, ,Sent money by SMS to another mobile number, ,, ,Sent money by SMS to another mobile number, ,, ,, ,Withdrawn money, ,, ,, ,, ,,,Satisfied,,Satisfied,,,Dissatisfied,,,
60683147,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),Shoprite", ,Yes,Yes,,Yes,Yes,,Yes,,,,"Recharged your airtime,Withdrawn money", ,"Recharged your airtime,Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,Withdrawn money, ,, ,, ,, ,,Satisfied,Extremely satisfied,,Extremely satisfied,Extremely satisfied,,Extremely satisfied,,,
60683877,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,"Recharged your airtime,Paid a bill,Sent money by SMS to another mobile number,Withdrawn money", ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Extremely satisfied,,Satisfied,,,,,,
60683880,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,No,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60683881,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60683882,Yes,"MTN (MTN Mobile Money),Zoona", ,,Yes,,Yes,,,,,,,, ,Withdrawn money, ,, ,Withdrawn money, ,, ,, ,, ,, ,, ,, ,,,Satisfied,,Satisfied,,,,,,
60683883,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),FNB (ewallet),Other (specify)",Natsave,,Yes,,Yes,Yes,Yes,,,Yes,,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,"Withdrawn money,Sent money by SMS to another mobile number", ,, ,Withdrawn money, ,, ,, ,Haven’t used any services, ,, ,,,Extremely satisfied,,Dissatisfied,Extremely satisfied,Extremely satisfied,,,Neither satisfied nor dissatisfied,
60683884,Yes,"MTN (MTN Mobile Money),Zoona,Zanaco (Zapit),FNB (ewallet),Shoprite", ,,Yes,,Yes,Yes,Yes,Yes,,,,, ,Sent money by SMS to another mobile number, ,, ,Withdrawn money, ,, ,Sent money by SMS to another mobile number, ,Withdrawn money, ,, ,, ,, ,,,Extremely satisfied,,Satisfied,Extremely satisfied,Extremely satisfied,Satisfied,,,
60685300,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60685301,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60685302,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60685303,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,Haven’t used any services, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely dissatisfied,,,,,,,,,
60685304,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60685305,Yes,None, ,,,,,,,,,,No,, ,, ,, ,, ,, ,, ,, ,, ,, ,Haven’t used any services, ,,,,,,,,,,,Extremely dissatisfied
60685306,Yes,Airtel (Airtel Money), ,No,,,,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60685307,Yes,Airtel (Airtel Money), ,Yes,,,,,,,,,,Haven’t used any services, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,Extremely dissatisfied,,,,,,,,,
60685545,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona", ,No,Yes,,Yes,,,,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,,,,,,,,,,
60685719,Yes,"Airtel (Airtel Money),Zoona", ,Yes,,,Yes,,,,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,Satisfied,,,Satisfied,,,,,,
60685720,Yes,"MTN (MTN Mobile Money),Zoona,Shoprite", ,,Yes,,Yes,,,Yes,,,,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,,,Satisfied,,Satisfied,,,Satisfied,,,
60685721,Yes,Zoona, ,,,,Yes,,,,,,,, ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,, ,, ,, ,,,,,Satisfied,,,,,,
60685722,Yes,"Airtel (Airtel Money),MTN (MTN Mobile Money),Zoona,Shoprite", ,Yes,Yes,,Yes,,,Yes,,,,"Sent money by SMS to another mobile number,Withdrawn money", ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,"Sent money by SMS to another mobile number,Withdrawn money", ,, ,, ,, ,,Satisfied,Satisfied,,Satisfied,,,Satisfied,,,
