SbjNum,TOM - TV Spontaneous Awareness,Other Mentions - TV Spontaneous Awareness,TV Prompted Awareness,Ever Watched TV Channels,TV Watched (Yesterday),TV Watched (P7D - Past 7 Days),TV Watched (P4W) - Past 4 Weeks,TV Watched (P12M) - Past 12 Months
82275791,"African Magic, Zambezi Magic,Prime Television,Zee World", ,Chipata,"African Magic, Zambezi Magic,Chipata,Prime Television,Zee World", , , , 
82275792,"Prime Television,TV 2,TV1", ,SuperSport,"Prime Television,SuperSport,TV 2,TV1", , , , 
82275793,"M-Net Movies Action,M-Net Movies Zone,TV 2,TV1,Don't know",one zed,"City Channel Cable Network TV,Prime Television,SuperSport 3,Zee World,{0}","City Channel Cable Network TV,M-Net Movies Zone,Prime Television,SuperSport 3,Zee World,TV 2,TV1,Don't know", , , , 
82276585,TV1, ,Prime Television,"Prime Television,TV1", , , , 
82276743,"TV 2,TV1", ,Emmanuel TV,"TV 2,TV1", , , , 
82278166,"Al Jazeera,B4U Movies,Channel O,Fox News", ,"CCTV News,E Africa,Fox Entertainment","Al Jazeera,Channel O", , , , 
82278491,"Africa Unite,African Magic, Zambezi Magic,Nat Geo Wild,Zee World,Diamond,Others,None", ,"African Movie Channel (AMC),Al Jazeera,Emmanuel TV,National Geographic Channel","African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,Emmanuel TV,Nat Geo Wild,National Geographic Channel,Zee World,Diamond,{0},None", , , , 
82278707,"TV 2,TV1", ,"African Magic, Zambezi Magic,Zee World,TV 3","African Magic, Zambezi Magic,Zee World,TV 2,TV1", , , , 
82278963,"African Magic, Zambezi Magic,E Africa,E! Entertainment,EA TV,Emmanuel TV,Eva English,Fox Crime,Fox Entertainment,Fox Movies +2,Fox Sports 2,Gospel Music TV,Hossana Tv,Inspiration TV,Iroko Play-African Movies,Jim Jam,K24,Kass TV,KTN,Learn Tv,Lifetime,Living Foodz,MBC,Mindset,M-Net City,M-Net Movies Romance,MSNBC,MTV,MTV Base,Muvi TV,Muvi Yanga,MUVIZ,My TV,Mzansi,Nat Geo Gold,Nat Geo Wild,Nick Jr,Nickelodeon,Parliament TV,Prime Television,Q TV,Sony Entertainment,SuperSport 1,SuperSport 2,SuperSport 4,Telemundo,Zee World,TV 2,TV1,Diamond", ,297,"Emmanuel TV,SuperSport 2,TV1", , , , 
82278964,"1 Music,3 Stones TV,ABN TB,Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,AMC Series,AMC USA,Amnet,Animal Planet,Animaux,B4U Movies,Baby TV,BBC First,BBC Lifestyle,BBC World News,Bollywood,Boomerang,Box,Channel O,Citizen TV,Classic Music TV,E Africa,Emmanuel TV,E-Stars,Family TV,Fashion One,Fashion TV,Fine Living Network,Football Tv,Fox,Fox Movies,Glow TV,Gospel Music TV,Hope Channel,I 24 News,Jim Jam,Joy TV,MTV Base,Music,One Gospel,Parliament TV,Prime Television,Prism Africa,QTV Zambia,Star Bollywood,Star KungFu 1,Star Movies 1,STV Guide,SuperSport,SuperSport 1,SuperSport Select,TBC 1,Telemundo,UBC,TV 2,TV 3,TV1,Zuku Kids,Zuku Life,Zuku Movies Action,Zuku Movies Family,Others", ,297,"1 Music,Baby TV,BBC First,Bollywood,Citizen TV,Emmanuel TV,Fashion One,Fashion TV,Gospel Music TV,Hope Channel,Jim Jam,MTV Base,Music,One Gospel,Parliament TV,Prime Television,QTV Zambia,Star Bollywood,Star KungFu 1,Star Movies 1,SuperSport,TV 2,TV 3,TV1", , , , 
82279663,"African Magic, Zambezi Magic,Prime Television,Zee World,Diamond", ,"African Movie Channel (AMC),Al Jazeera,Amnet,Animal Planet,BBC World News,Crime + Investigation,Discovery Channel,Discovery Science,E! Entertainment,Fox,M-Net Movies Action,Muvi TV,QTV Zambia,Telemundo,TV 2,TV1","Prime Television,QTV Zambia,TV 2,TV1", , , , 
82279664,"CBC TV,Prime Television,Q TV,TV 2,TV1", ,"African Magic, Zambezi Magic,Al Jazeera,Amnet,Animal Planet,Discovery Science,Fox,Nickelodeon,Telemundo,Zee World,Diamond","African Magic, Zambezi Magic,Nickelodeon,Prime Television,Telemundo,Zee World,TV 2,TV1", , , , 
82279665,"Bostv,TV 2,TV1", ,"African Magic, Zambezi Magic,Crime + Investigation,Gospel Music TV,Hope Channel,Muvi TV,SuperSport,TCM,Zee World","SuperSport,Zee World,TV 2,TV1", , , , 
82279689,"Nat Geo Gold,Nat Geo Wild,National Geographic Channel", ,M-Net Movies Action,"M-Net Movies Action,National Geographic Channel", , , , 
82279690,"Discovery Science,SuperSport 1,SuperSport 3,SuperSport 5", ,297,SuperSport 3, , , , 
82280559,"African Magic, Zambezi Magic,Prime Television,Zee World,TV 2,TV1", ,City Channel Cable Network TV,"TV 2,TV1", , , , 
82281434,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,Amnet,B4U Movies,Baby TV,Emmanuel TV,M-Net Movies Zone,Nat Geo Wild,Diamond,Others,None", ,"Africa Unite,M-Net,Q TV,Zee World","African Magic, Zambezi Magic,B4U Movies,Emmanuel TV,Nat Geo Wild,Q TV,Zee World,Diamond,{0}", , , , 
82281742,"Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,AMC USA,Amnet,Animal Planet,Animaux,B4U Movies,Baby TV,Bakadolo,BBC Brit,BBC World News,BET International,Cartoon network,CBS TV,CCTV News,CCTV-4 (Chinese),Channel Ten,Citizen TV,Clouds TV,Crime + Investigation,Da Vinci Learning,Discovery Channel,Discovery Family,Disney Channel,DW-TV,E Africa,E! Entertainment,EA TV,Echo TV,Emmanuel TV,E-Stars,Eva English,EWTN,Family TV,Fashion One,Fashion TV,Fine Living Network,Food Network,Football Tv,France 24,FX,GBS,Glow TV,Gospel Music TV,History,Hope Channel,Hossana Tv,iConcerts,ID Investigation Discovery,Iroko Play-African Movies,Joy TV,Kaaba TV,KBC,Kiss,Kiss (KE),KTN News,kyk NET,Life TV,Lifetime,Lolwe TV,M-Net Movies Action +,M-Net Movies Comedy,M-Net Movies Family,M-Net Movies Romance,M-Net Movies Stars,Mobi Tv,MTV,MTV Base,Muvi Novela,Muvi Prism Africa,Muvi TV,Muvi Yanga,My TV,Natura,NBA TV HD,NBS Uganda,Nick Jr,Nickelodeon,Njata TV,Novela E1,Nyimbo Channel,One Gospel,Others,Parliament TV,Peoples Weather,POP,Press Tv,Prime Television,Q TV,QTV Zambia,Sky News,Smile of a Child,Sony Entertainment,Sony Max,Star Bollywood,Star KungFu 1,Star Movies 1 +2Hrs,Star Novela E3,Star Series E1,Star Zone- movies,StarTimes Bollywood HD,StarTimes Dadin Kowa,StarTimes Gospel,StarTimes Music,StarTimes SA Music,StarTimes Soul,Startimes Sports 2,Studio Universal,STV Guide,SuperSport,SuperSport 4,SuperSport 5,SuperSport 6,SuperSport 7,SuperSport 8,SuperSport 9,Supersport Blitz,SuperSport maximo,SuperSport Select,TBC 1,Telly Track,The Home Channel,Times TV,Trace Gospel,Trace Muzik,Trace Sports Stars,Travel Channel,TV Sibuka,UBC,Viasat Crime,Viasat Explore,Viasat Nature,WBS,Zee Cinema,Zee World,TV 2,TV 3,TV1,Zuku Entertainment,Zuku Movies Action,Diamond", ,297,"African Magic, Zambezi Magic,MTV Base,Q TV,Zee World,TV 2", , , , 
82282381,"Africa Unite,African Magic, Zambezi Magic,E Africa,M-Net,M-Net Movies Zone,Muvi TV,North-Western TV,Prime Television,QTV Zambia,Zee World,TV 2,TV1", ,"Jim Jam,Nat Geo Wild","African Magic, Zambezi Magic,Jim Jam,M-Net Movies Zone,Muvi TV,Nat Geo Wild,North-Western TV,Prime Television,Zee World,TV 2,TV1", , , , 
82283478,"African Magic, Zambezi Magic,Chipata,Prime Television,Telemundo,Zee World", ,"Emmanuel TV,TBN","Emmanuel TV,Zee World", , , , 
82285231,"African Magic, Zambezi Magic,Bollywood,M-Net Movies Action,One Gospel,Telemundo,TV 2,TV1,Others", ,"African Movie Channel (AMC),Zee World","African Magic, Zambezi Magic,One Gospel,Zee World", , , , 
82285775,"African Magic, Zambezi Magic,Emmanuel TV,Nickelodeon,SuperSport 1,Zee World,TV 2,TV1", ,297,"African Magic, Zambezi Magic,Emmanuel TV,Zee World,TV 2,TV1", , , , 
82285814,"Al Jazeera,BBC World News,Parliament TV,TV 2,TV1", ,"African Magic, Zambezi Magic,African Movie Channel (AMC),Amnet,Animal Planet,BET,Bollywood,Discovery Family,Disney Channel,Fox,M-Net Movies Zone,MTV Base,Muvi TV,QTV Zambia,SuperSport 3,Telemundo,Zee World","Amnet,Disney Channel,Zee World,TV 2,TV1", , , , 
82286032,"African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Fox,M-Net Movies Stars,M-Net Movies Zone,Nat Geo Wild,Q TV,Telemundo,Zee World,TV 2,TV1,None", ,"MTV Base,National Geographic Channel,Diamond,{0}","African Magic, Zambezi Magic,African Movie Channel (AMC),Disney Channel,Emmanuel TV,Fox,M-Net Movies Stars,M-Net Movies Zone,MTV Base,Nat Geo Wild,National Geographic Channel,Q TV,Telemundo,Zee World,TV 2,TV1,Diamond,{0}", , , , 
82287752,297, ,"TV 2,TV1",TV1, , , , 
82287753,"African Magic, Zambezi Magic,Al Jazeera,B4U Movies", ,"Telemundo,Zee World,TV 2,TV1","African Magic, Zambezi Magic,Al Jazeera,B4U Movies,Telemundo,Zee World,TV 2,TV1", , , , 
82288535,"African Magic, Zambezi Magic,African Movie Channel (AMC),Al Jazeera,Animal Planet,BBC Lifestyle,Chipata,M-Net Movies Action,M-Net Movies Zone,MUVIZ,Nat Geo Wild,North-Western TV,Parliament TV,Prime Television,QTV Zambia,SuperSport 3,SuperSport 5,SuperSport 9,SuperSport Select,Zee World,TV 2,TV 3,TV1", ,"1 Music,Africa Unite","1 Music,Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Animal Planet,BBC Lifestyle,Chipata,M-Net Movies Action,M-Net Movies Zone,MUVIZ,Nat Geo Wild,North-Western TV,Parliament TV,Prime Television,QTV Zambia,SuperSport 3,SuperSport 5,SuperSport 9,SuperSport Select,Zee World,TV 2,TV 3,TV1", , , , 
82290976,Chipata, ,Prime Television,"Chipata,Prime Television", , , , 
82290977,"Africa Unite,African Magic, Zambezi Magic,SuperSport 9", ,Animal Planet,"Africa Unite,African Magic, Zambezi Magic,Animal Planet,SuperSport 9", , , , 
82290978,TV1, ,298,TV1, , , , 
82290979,"ABN TB,Prime Television", ,"African Magic, Zambezi Magic","ABN TB,African Magic, Zambezi Magic,Prime Television", , , , 
82290981,"African Magic, Zambezi Magic,TV1", ,Zee World,"African Magic, Zambezi Magic,Zee World,TV1", , , , 
82290982,"African Magic, Zambezi Magic,Zee World,TV1", ,African Movie Channel (AMC),"African Magic, Zambezi Magic,Zee World,TV1", , , , 
82290983,TV1, ,"African Magic, Zambezi Magic","African Magic, Zambezi Magic,TV1", , , , 
82290984,SuperSport 9, ,"Zee World,TV1","SuperSport 9,Zee World,TV1", , , , 
82290985,Prime Television, ,TV1,"Prime Television,TV1", , , , 
82291610,"B4U Movies,BBC Earth,Classic Music TV,Datah", ,"AMC Series,BBC World News","BBC World News,Classic Music TV", , , , 
82291924,"African Magic, Zambezi Magic,Nickelodeon,Prime Television,Telemundo,Zee World", ,B4U Movies,"African Magic, Zambezi Magic,B4U Movies,Nickelodeon,Prime Television,Telemundo,Zee World", , , , 
82291925,"African Magic, Zambezi Magic,Fox,Telemundo", ,African Movie Channel (AMC),"African Movie Channel (AMC),Fox,Telemundo", , , , 
82291926,"Africa Unite,African Magic, Zambezi Magic,African Movie Channel (AMC),Ahluibayt TV,Al Jazeera,B4U Movies,Fox,Nat Geo Wild,Nickelodeon,Zee World", ,Telemundo,"Ahluibayt TV,B4U Movies,Fox,Nat Geo Wild,Nickelodeon,Telemundo,Zee World", , , , 
82291927,Zee World, ,Telemundo,Zee World, , , , 
82291928,"African Movie Channel (AMC),Al Jazeera,B4U Movies", ,"Telemundo,Zee World","Al Jazeera,Zee World", , , , 
82291929,Zee World, ,B4U Movies,Zee World, , , , 
82291930,SuperSport 4, ,B4U Movies,SuperSport 4, , , , 
82292843,"Africa Unite,African Magic, Zambezi Magic,Al Jazeera,BBC Earth,Emmanuel TV,Nickelodeon,SuperSport 5,Zee World,TV 2,TV 3,TV1", ,"African Movie Channel (AMC),Amnet,Baby TV,Channel O,SuperSport 1,Telemundo",SuperSport 5, , , , 
82294906,297, ,"Muvi TV,North-Western TV","Muvi TV,North-Western TV", , , , 
82299806,"Nat Geo Wild,TV1", ,297,"Nat Geo Wild,TV1", , , , 
82299807,"Prime Television,Q TV,QTV Zambia", ,297,Prime Television, , , , 
82308330,297, ,TV1,TV1, , , , 
82358889,TV1, ,North-Western TV,"North-Western TV,TV1", , , , 
82358890,"African Magic, Zambezi Magic,African Movie Channel (AMC),Prime Television,Zee World,TV 2,TV1,Diamond", ,Emmanuel TV,"African Magic, Zambezi Magic,African Movie Channel (AMC),Emmanuel TV,Prime Television,Zee World,TV 2,TV1,Diamond", , , , 
82360812,"Africa Unite,AMC Series,BET,Channel O,Trace Urban", ,297,"Africa Unite,BET,Channel O,Trace Urban", , , , 
82361319,"Disney Channel,Jim Jam,Nickelodeon,Zee World,TV 2,TV 3,TV1", ,"African Magic, Zambezi Magic,M-Net City,QTV Zambia","African Magic, Zambezi Magic,Disney Channel,Jim Jam,Nickelodeon,QTV Zambia,Zee World,TV 2,TV1", , , , 
82361936,"BET,Channel O,SuperSport", ,297,"BET,Channel O,SuperSport", , , , 
82362069,"African Magic, Zambezi Magic,African Movie Channel (AMC),E Africa,Emmanuel TV,TV 2,TV1", ,North-Western TV,"African Magic, Zambezi Magic,African Movie Channel (AMC),E Africa,Emmanuel TV,North-Western TV,TV 2,TV1", , , , 
