SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Total Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
60763921,,,"Ama,Radio Christian Voice,Komboni Radio,Phoenix,Radio 1,Radio 2,Radio 1,Radio 2, Joy,","Ama,Radio Christian Voice,Komboni Radio,Phoenix,Radio 1,Radio 2,Radio 1,Radio 2, Joy,","Ama,Radio Christian Voice,Joy,Komboni Radio,Phoenix,Radio 1,Radio 2,Radio 1,Radio 2",,nan,Radio 1,"Ama,Radio Christian Voice,Joy,Komboni Radio,Phoenix,Radio 1,Radio 2,Radio 1,Radio 2"
60772562,,,"Breeze,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4, BBC,Chikaya,Maria,Mphangwe,Parliament,Q FM,Radio Christian Voice,Radio 1,","Breeze,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4, BBC,Chikaya,Maria,Mphangwe,Parliament,Q FM,Radio Christian Voice,Radio 1,","BBC,Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,PASME,Petauke Explorers,Radio 1","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Radio 1,Radio 2"
60772780,,,"Breeze,Feel Free,Maria, Mphangwe,PASME,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Breeze,Feel Free,Maria, Mphangwe,PASME,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Breeze,Feel Free,Maria,Mphangwe,Q FM,Radio 1,Radio 2,Radio 4,Radio 1,Radio 2,","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 1","Breeze,Feel Free,Maria,Mphangwe,Q FM,Radio 1,Radio 2,Radio 4,Radio 1,Radio 1","Breeze,Feel Free,Maria,Mphangwe,Q FM,Radio 1,Radio 2,Radio 4,Radio 1"
60772781,,,"Breeze,Feel Free,Maria, Mphangwe,Radio 1,Radio 2,Radio 4,Valley,Radio 1,","Breeze,Feel Free,Maria, Mphangwe,Radio 1,Radio 2,Radio 4,Valley,Radio 1,","Breeze,Feel Free,Maria,Mphangwe,Radio 1,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Radio 1,Radio 2,Radio 3","Breeze,Feel Free,Maria,Radio 1,Radio 2,Radio 4,Radio 1 ","Breeze,Feel Free,Maria,Mphangwe,Radio 1,Radio 2,Radio 4,Radio 1","Breeze,Feel Free,Maria,Mphangwe,Radio 1,Radio 2,Radio 4,Radio 1"
60772782,,,"Feel Free,Maria,Radio 1,Radio 2, BBC,Breeze,Q FM,Radio 4,Radio 1,","Feel Free,Maria,Radio 1,Radio 2, BBC,Breeze,Q FM,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 1","Breeze,Feel Free,Maria,Radio 1,Radio 2"
60772783,,,"Breeze,Feel Free,Maria,Radio 1, Mphangwe,Q FM,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Radio 1, Mphangwe,Q FM,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Mphangwe,Q FM,Radio 1,Radio 2,Radio 4,Radio 1","Breeze,Feel Free,Maria,Radio 1,Radio 3","Breeze,Feel Free,Maria,Radio 1,Radio 4","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,Radio 3","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 4"
60772784,,,"Breeze,Feel Free,Maria,Radio 1, Mphangwe,Q FM,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Radio 1, Mphangwe,Q FM,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Radio 1,Radio 4","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Radio 1,Radio 4","Breeze,Feel Free,Maria,Radio 1,Radio 3","Breeze,Feel Free,Maria,Radio 1,Radio 4"
60772785,,,"Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 4,Radio 1, Radio 2,Radio 2,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 4,Radio 1, Radio 2,Radio 2,","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Radio 1","Breeze,Feel Free"
60772786,,,"Breeze,Maria, Feel Free,Q FM,Radio 1,Radio 2,Radio 4,","Breeze,Maria, Feel Free,Q FM,Radio 1,Radio 2,Radio 4,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,","Breeze,Radio 1","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 1","Breeze,Feel Free,Maria,Radio 1,Radio 2"
60772787,,,"BBC,Feel Free,Maria,Radio 1, Breeze,Q FM,Radio 2,Radio 4,","BBC,Feel Free,Maria,Radio 1, Breeze,Q FM,Radio 2,Radio 4,","Breeze,Feel Free,Maria,Radio 1,Radio 2,Radio 4,","Breeze,Radio 1","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Maria,Radio 1,Radio 2,Radio 3","Breeze,Feel Free,Maria,Radio 1,Radio 2,Radio 4"
60772788,,,"Breeze,Feel Free,Maria,Q FM,Radio 1, Mphangwe,Parliament,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,","Breeze,Feel Free,Maria,Q FM,Radio 1, Mphangwe,Parliament,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio Christian Voice,Radio 1","Breeze,Feel Free,Maria,Radio 1","Breeze,Feel Free,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio Christian Voice,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio Christian Voice,Radio 1"
60772789,,,"Breeze,Feel Free,Maria,Q FM,Radio 1, Mphangwe,Parliament,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Q FM,Radio 1, Mphangwe,Parliament,Radio 2,Radio 4,Radio 1,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2,","Breeze,Radio 1","Breeze,Maria,Radio 1,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 1","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 2"
60772790,,,"Breeze,Feel Free,Maria, Mphangwe,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,","Breeze,Feel Free,Maria, Mphangwe,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,","Breeze,Feel Free,Maria,Q FM,Radio 1,Radio 4,","Breeze,Radio 1","Breeze,Feel Free,Q FM,Radio 1","Breeze,Radio 1","Breeze,Feel Free,Maria,Radio 1,Radio 4"
60773849,,,"Radio 2, BBC,Isoka,Muchinga,Parliament,Radio 1,Radio 4,Radio Christian Voice,","Radio 2, BBC,Isoka,Muchinga,Parliament,Radio 1,Radio 4,Radio Christian Voice,","Radio 1,Radio 2,Radio Christian Voice",Radio 1,"Radio 1,Radio 2","Radio 1,Radio 2","Radio 1,Radio 2,Radio Christian Voice"
60773850,,,"Isoka,Radio 1,Radio 2, BBC,Radio 4,Radio Christian Voice,","Isoka,Radio 1,Radio 2, BBC,Radio 4,Radio Christian Voice,","BBC,Isoka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Radio 1,Radio 1","Radio 1,Radio 2","Radio 1,Radio 2","Isoka,Radio 1,Radio 2"
60773866,,,"PASME,Petauke Explorers, Breeze,Chongwe,Maria,Mphangwe,Parliament,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","PASME,Petauke Explorers, Breeze,Chongwe,Maria,Mphangwe,Parliament,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Radio 1,"Petauke Explorers,Radio 1","PASME,Petauke Explorers,Radio 1,Radio 2,Radio 3","Breeze,Maria,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60773938,,,"Chimwemwe,Sun FMFM, Icengelo,Radio 1,Radio 2,Radio 4,","Chimwemwe,Sun FMFM, Icengelo,Radio 1,Radio 2,Radio 4,","Chimwemwe,Icengelo,Radio 1",,Chimwemwe,"Chimwemwe,Icengelo,Radio 1","Chimwemwe,Icengelo,Radio 1"
60774039,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice",,nan,"Radio Mano,Nothern FM","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2"
60774040,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,",,Nothern FM,"Lutanda,Kwithu FM,Radio Mano,Nothern FM","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60774041,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice",,"Lutanda,Kwithu FM,Radio Mano","Lutanda,Kwithu FM,Radio Mano,Nothern FM","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60774042,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice",,Radio Mano,"Lutanda,Kwithu FM,Radio Mano,Nothern FM","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60774043,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice",,Radio Mano,"Radio Mano,Nothern FM","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60774044,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio 2,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice",,"Lutanda,Kwithu FM,Radio Mano","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio 2,Radio Christian Voice"
60774045,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,Radio 2,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio Christian Voice,",,nan,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio Christian Voice"
60774046,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,",,nan,,"BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1"
60774189,,,"Breeze,Feel Free,Maria,Radio 1, BBC,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Breeze,Feel Free,Maria,Radio 1, BBC,Mphangwe,Parliament,PASME,Petauke Explorers,Q FM,Radio 2,Radio 4,Radio Christian Voice,Radio 1,Radio 2,Radio 4,","Breeze,Feel Free,Maria,Radio 1,Radio 4","Breeze,Radio 1,Radio 3","Breeze,Radio 1","Breeze,Feel Free,Maria,Radio 1,Radio 3","Breeze,Feel Free,Maria,Radio 1,Radio 4"
60774482,,,"Komboni Radio,Radio Christian Voice, Evelyn, Hone,Hot,Parliament,Phoenix,Power,Q FM,Radio 1,","Komboni Radio,Radio Christian Voice, Evelyn, Hone,Hot,Parliament,Phoenix,Power,Q FM,Radio 1,","Komboni Radio,Phoenix,Radio Christian Voice",,nan,"Komboni Radio,Phoenix,Radio Christian Voice","Komboni Radio,Phoenix,Radio Christian Voice"
60774651,,,"BBC,Icengelo,Radio 1,Radio 2,Sun FMFM, Flava FM,Kokoliko,","BBC,Icengelo,Radio 1,Radio 2,Sun FMFM, Flava FM,Kokoliko,","Icengelo,Radio 1,Radio 2",Icengelo,Icengelo,"Icengelo,Radio 1,Radio 1","Icengelo,Radio 1,Radio 2"
60774652,,," ,"," ,",,,nan,,
60775076,,,"Icengelo,Phoenix, BBC,","Icengelo,Phoenix, BBC,","BBC,Icengelo,Phoenix",Icengelo,Icengelo,"Icengelo,Phoenix","Icengelo,Phoenix"
60775373,,,"Iwave,Radio 4, BBC,Flava FM,Icengelo,Parliament,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Yar,Radio 1,Radio 2,Radio 4,","Iwave,Radio 4, BBC,Flava FM,Icengelo,Parliament,Phoenix,Radio 1,Radio 2,Radio Christian Voice,Yar,Radio 1,Radio 2,Radio 4,","Iwave,Radio 1,Radio 2,Radio 4,Radio Christian Voice",Radio 3,"Iwave,Radio 3","Iwave,Radio 3","Iwave,Radio 1,Radio 4,Radio Christian Voice"
60775512,,,"Chimwemwe,Icengelo,Sun FMFM, Jive,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Chimwemwe,Icengelo,Sun FMFM, Jive,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","Chimwemwe,Icengelo,Phoenix,Radio 1,",Chimwemwe,Icengelo,Radio 1,Phoenix
60775761,,,"Chimwemwe,Sun FMFM, Icengelo,","Chimwemwe,Sun FMFM, Icengelo,","Chimwemwe,Sun FM,","Chimwemwe,Sun FM","Chimwemwe,Sun FM","Chimwemwe,Sun FM","Chimwemwe,Sun FM"
60776084,,,"Radio 1,Radio 2, BBC,Isoka,Radio Christian Voice,","Radio 1,Radio 2, BBC,Isoka,Radio Christian Voice,","BBC,Isoka,Radio 1,Radio 2,Radio Christian Voice",,Radio 1,"Radio 1,Radio 1","Isoka,Radio 1,Radio 2"
60776085,,,"Isoka, Radio 1,Radio 2,","Isoka, Radio 1,Radio 2,","Isoka,Radio 1,Radio 2",Radio 1,Radio 1,"Isoka,Radio 1,Radio 1","Isoka,Radio 1,Radio 2"
60776183,,,"Q FM,Radio Christian Voice,BBC,Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun FMFM,","Q FM,Radio Christian Voice,BBC,Flava FM,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun FMFM,","Flava FM,Phoenix,Q FM,Radio Christian Voice,",Radio Christian Voice,Radio Christian Voice,"Q FM,Radio Christian Voice","Flava FM,Phoenix,Q FM,Radio Christian Voice,"
60776184,,,"Chimwemwe,Sun FMFM,Komboni Radio,BBC,Icengelo,Phoenix,Radio 1,Radio 2,","Chimwemwe,Sun FMFM,Komboni Radio,BBC,Icengelo,Phoenix,Radio 1,Radio 2,","Sun FM,,",,Sat,"Sun FM,","Sun FM,"
60776591,,,"Icengelo,Q FM, Chimwemwe,Flava FM,Kokoliko,Radio Mpongwe,","Icengelo,Q FM, Chimwemwe,Flava FM,Kokoliko,Radio Mpongwe,","Icengelo,Q FM,",,nan,,
60777338,,,"Chimwemwe,Sun FMFM, Iwave,","Chimwemwe,Sun FMFM, Iwave,","Chimwemwe,Sun FM,",,Sat,"Chimwemwe,Sun FM","Chimwemwe,Sun FM"
60777464,,,"PASME,Petauke Explorers,Radio 1, Maria,Radio 2,","PASME,Petauke Explorers,Radio 1, Maria,Radio 2,","Maria,PASME,Petauke Explorers,Radio 1,Radio 2",,nan,"Maria,Petauke Explorers,Radio 1","Maria,PASME,Petauke Explorers,Radio 1,Radio 2"
60777503,,,"Chimwemwe,Icengelo,Phoenix, Radio 1,Radio 2,Radio 4,Sun FMFM,","Chimwemwe,Icengelo,Phoenix, Radio 1,Radio 2,Radio 4,Sun FMFM,","Icengelo,Sun FM,",Sat,Icengelo,Icengelo,"Icengelo,Sun FM"
60777629,,,"Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,Radio 1, BBC,Chimwemwe,Flava FM,Iwave,Parliament,Rise FM,Radio 2,Radio 4,","Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Yar,Radio 1, BBC,Chimwemwe,Flava FM,Iwave,Parliament,Rise FM,Radio 2,Radio 4,","Radio 1,Radio 2,Radio 4,Radio 1,Radio 2",Radio 3,"Radio 1,Radio 2,Radio 4,Radio 1,Radio 1","Radio 1,Radio 2,Radio 4,Radio 1,Radio 1","Radio 1,Radio 2,Radio 4,Radio 1,Radio 2"
60778658,,,"Chimwemwe,Icengelo,Phoenix,Radio Christian Voice, ","Chimwemwe,Icengelo,Phoenix,Radio Christian Voice, ","Chimwemwe,Icengelo,Phoenix,Radio Christian Voice,",,"Icengelo,Radio Christian Voice","Icengelo,Radio Christian Voice","Chimwemwe,Icengelo,Phoenix,Radio Christian Voice"
60778659,,,"Chimwemwe,Icengelo,Radio 1,Radio 2, ","Chimwemwe,Icengelo,Radio 1,Radio 2, ",Chimwemwe,,Chimwemwe,Chimwemwe,Chimwemwe
60778660,,,"Phoenix,Radio Christian Voice,Sun FMFM, ","Phoenix,Radio Christian Voice,Sun FMFM, ",Sun FM,,nan,Sat,Sun FM
60778661,,,"Chimwemwe,Icengelo,Radio 1, ","Chimwemwe,Icengelo,Radio 1, ",Icengelo,Icengelo,Icengelo,Icengelo,Icengelo
60778662,,,"Icengelo,Radio 1,Radio 2, ","Icengelo,Radio 1,Radio 2, ","Icengelo,Radio 1,Radio 2","Icengelo,Radio 1,Radio 1","Icengelo,Radio 1,Radio 1","Icengelo,Radio 1,Radio 1","Icengelo,Radio 1,Radio 2"
60778663,,,"Jive, Phoenix,","Jive, Phoenix,","Jive,Phoenix,","Jive,Phoenix","Jive,Phoenix","Jive,Phoenix","Jive,Phoenix"
60778846,,,"BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FMFM,Yar, ","BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FMFM,Yar, ","BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FM,Yar,",,Phoenix,,"BBC,Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FM,Yar"
60778847,,,"BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar, ","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar, ","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar,",Icengelo,Icengelo,Icengelo,"BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Yar"
60778848,,,"Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FMFM, ","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FMFM, ","Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FM,",,nan,,"Chimwemwe,Icengelo,Phoenix,Radio 1,Radio Christian Voice,Sun FM"
60778849,,,"BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM, ","BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FMFM, ","BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FM",,nan,Phoenix,"BBC,Icengelo,Kokoliko,Phoenix,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Sun FM"
60779100,,," Baptist Faith,BBC,Chimwemwe,Flava FM,Icengelo,Iwave,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun FMFM,Yar,Radio 1,Radio 2,Radio 4,Radio 1,"," Baptist Faith,BBC,Chimwemwe,Flava FM,Icengelo,Iwave,Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Rise FM,Sun FMFM,Yar,Radio 1,Radio 2,Radio 4,Radio 1,","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,",Icengelo,"Icengelo,Radio 1","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 3","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4"
60779363,,,"BBC,Evelyn, Hone,Hot,Komboni Radio,Millennium,Phoenix,Power,Q FM,Radio 1,Radio 4,Radio Christian Voice,Rock FM,UNZA Radio, Metro FM,","BBC,Evelyn, Hone,Hot,Komboni Radio,Millennium,Phoenix,Power,Q FM,Radio 1,Radio 4,Radio Christian Voice,Rock FM,UNZA Radio, Metro FM,","Hot,Q FM,",Hot,Hot,"Hot,Q FM","Hot,Q FM"
60779410,,,"Chimwemwe,Icengelo,Parliament,Phoenix, Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,Sun FMFM,","Chimwemwe,Icengelo,Parliament,Phoenix, Radio 1,Radio 2,Radio 4,Radio Christian Voice,Radio Mpongwe,Sun FMFM,","Icengelo,Sun FM,",Sat,Sat,"Icengelo,Sun FM","Icengelo,Sun FM"
60779443,,,"BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun FMFM,Yar, ","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun FMFM,Yar, ","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun FM,Yar,",,nan,"BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun FM,Yar","BBC,Icengelo,Phoenix,Radio 1,Radio 2,Radio 4,Sun FM,Yar"
60779544,,,"Feel Free,Maria,Q FM,Radio 1,Radio 4, Breeze,Mphangwe,Radio 2,Radio Christian Voice,Radio 1,","Feel Free,Maria,Q FM,Radio 1,Radio 4, Breeze,Mphangwe,Radio 2,Radio Christian Voice,Radio 1,","Breeze,Maria,Q FM,Radio 1,Radio 4,Radio Christian Voice,Radio 1","Breeze,Q FM,Radio 1","Breeze,Maria,Q FM,Radio 3","Breeze,Maria,Q FM,Radio 1,Radio 4,Radio Christian Voice,Radio 1","Breeze,Maria,Q FM,Radio 1,Radio 4,Radio Christian Voice,Radio 1"
60779669,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,Radio 2,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,Radio 2,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2",,Radio 1,Radio 1,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60779670,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio Christian Voice,",,"Lutanda,Kwithu FM,Radio 1","Lutanda,Kwithu FM,Nothern FM,Radio 1","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60779671,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,",,nan,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM"
60779672,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1,Radio Christian Voice,",,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1"
60779673,,,"Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,Radio 2,Radio Christian Voice,","Lutanda,Kwithu FM,Radio Mano,Nothern FM,Radio 1, BBC,Parliament,Radio 2,Radio Christian Voice,","BBC,Lutanda,Kwithu FM,Radio Mano,Nothern FM,Parliament,Radio 1,Radio 2,Radio Christian Voice,",,nan,Parliament,"Radio Mano,Nothern FM,Parliament,Radio 1"
60779738,,,"Chikuni,Mazabuka,Radio 1,Radio 4, BBC,Byta,Falls,Kariba,Q FM,Radio 2,Radio Christian Voice,SKY,","Chikuni,Mazabuka,Radio 1,Radio 4, BBC,Byta,Falls,Kariba,Q FM,Radio 2,Radio Christian Voice,SKY,","BBC,Byta,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY",Radio 3,"Mazabuka,Radio 4","Mazabuka,Radio 3","Byta,Chikuni,Mazabuka,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY"
60779739,,,"Mazabuka,Radio 1,Radio 2,Radio 4, BBC,Byta,Chikuni,Choma Maano,Parliament,Q FM,Radio Christian Voice,SKY,","Mazabuka,Radio 1,Radio 2,Radio 4, BBC,Byta,Chikuni,Choma Maano,Parliament,Q FM,Radio Christian Voice,SKY,","BBC,Chikuni,Choma Maano,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY",Mazabuka,"Mazabuka,Radio 4","BBC,Mazabuka,Radio 4","BBC,Chikuni,Choma Maano,Mazabuka,Parliament,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,SKY"
